index,lon,lat,alt,speed,sinr,rsrp,rsrq,cellLon,cellLat,cellFreq
166,7.47818194,51.43757302,295.42,55.692,7.00,-105.00,-10.00,7.486161,51.441945,1815.000000
167,7.47797093,51.43750246,295.69,56.7,-1.00,-107.00,-9.00,7.486161,51.441945,1815.000000
168,7.47777765,51.43743985,296.12,54.972,-1.00,-107.00,-9.00,7.486161,51.441945,1815.000000
169,7.47757476,51.43737378,296.41,51.444,5.00,-109.00,-9.00,7.486161,51.441945,1815.000000
170,7.47739313,51.43731163,296.43,51.408,5.00,-109.00,-9.00,7.486161,51.441945,1815.000000
171,7.47719155,51.43724672,296.61,50.112,5.00,-108.00,-9.00,7.486161,51.441945,1815.000000
172,7.47701944,51.43720193,297.16,46.836,5.00,-108.00,-9.00,7.486161,51.441945,1815.000000
173,7.47684427,51.43716226,297.52,43.38,9.00,-106.00,-10.00,7.486161,51.441945,1815.000000
174,7.47665057,51.43714208,297.82,39.384,9.00,-106.00,-10.00,7.486161,51.441945,1815.000000
175,7.47650129,51.43715301,297.83,35.676,10.00,-101.00,-6.00,7.486161,51.441945,1815.000000
176,7.47633956,51.43716867,297.22,32.904,10.00,-101.00,-6.00,7.486161,51.441945,1815.000000
177,7.47622910,51.43722630,296.61,30.924,15.00,-99.00,-7.00,7.486161,51.441945,1815.000000
178,7.47615302,51.43730467,295.61,30.348,15.00,-99.00,-7.00,7.486161,51.441945,1815.000000
179,7.47613711,51.43737862,295.28,27.972,22.00,-93.00,-5.00,7.486161,51.441945,1815.000000
180,7.47617974,51.43745818,294.50,30.996,22.00,-93.00,-5.00,7.486161,51.441945,1815.000000
181,7.47626419,51.43753647,294.10,35.64,33.00,-79.00,-4.00,7.486161,51.441945,1815.000000
182,7.47636688,51.43761192,293.62,40.644,33.00,-79.00,-4.00,7.486161,51.441945,1815.000000
183,7.47651029,51.43770285,293.79,44.568,33.00,-79.00,-4.00,7.486161,51.441945,1815.000000
184,7.47665827,51.43778589,294.69,47.628,32.00,-80.00,-7.00,7.486161,51.441945,1815.000000
185,7.47681269,51.43786363,295.48,47.988,32.00,-80.00,-7.00,7.486161,51.441945,1815.000000
186,7.47699277,51.43795283,296.04,53.928,32.00,-79.00,-5.00,7.486161,51.441945,1815.000000
187,7.47718432,51.43804119,296.47,60.012,32.00,-79.00,-5.00,7.486161,51.441945,1815.000000
188,7.47738833,51.43813204,296.42,64.728,30.00,-77.00,-4.00,7.486161,51.441945,1815.000000
189,7.47760776,51.43822979,296.25,66.996,30.00,-77.00,-4.00,7.486161,51.441945,1815.000000
190,7.47783605,51.43832791,296.13,69.876,31.00,-78.00,-4.00,7.486161,51.441945,1815.000000
191,7.47808195,51.43843122,295.95,71.244,31.00,-78.00,-4.00,7.486161,51.441945,1815.000000
192,7.47830823,51.43852775,296.05,74.16,31.00,-79.00,-4.00,7.486161,51.441945,1815.000000
193,7.47857207,51.43863341,296.43,77.76,31.00,-79.00,-4.00,7.486161,51.441945,1815.000000
194,7.47884298,51.43874597,296.48,81.108,31.00,-84.00,-5.00,7.486161,51.441945,1815.000000
195,7.47910898,51.43886062,296.38,82.584,31.00,-84.00,-5.00,7.486161,51.441945,1815.000000
196,7.47938715,51.43897566,295.90,85.104,30.00,-87.00,-5.00,7.486161,51.441945,1815.000000
197,7.47969098,51.43909991,295.88,88.956,30.00,-87.00,-5.00,7.486161,51.441945,1815.000000
198,7.47999295,51.43922914,295.19,92.376,24.00,-86.00,-5.00,7.486161,51.441945,1815.000000
199,7.48029724,51.43936245,294.57,91.08,24.00,-86.00,-5.00,7.486161,51.441945,1815.000000
200,7.48059643,51.43950096,293.79,90.288,35.00,-87.00,-7.00,7.486161,51.441945,1815.000000
201,7.48087995,51.43963756,292.53,89.172,35.00,-87.00,-7.00,7.486161,51.441945,1815.000000
202,7.48116296,51.43976899,291.40,88.632,28.00,-86.00,-6.00,7.486161,51.441945,1815.000000
203,7.48143360,51.43990005,290.41,87.516,28.00,-86.00,-6.00,7.486161,51.441945,1815.000000
204,7.48171519,51.44003588,289.72,87.696,28.00,-86.00,-6.00,7.486161,51.441945,1815.000000
205,7.48196482,51.44018148,289.43,89.784,22.00,-85.00,-5.00,7.486161,51.441945,1815.000000
206,7.48222085,51.44034032,289.30,90.396,22.00,-85.00,-5.00,7.486161,51.441945,1815.000000
207,7.48246646,51.44050125,288.70,89.532,21.00,-83.00,-6.00,7.486161,51.441945,1815.000000
208,7.48269523,51.44065793,287.95,88.524,21.00,-83.00,-6.00,7.486161,51.441945,1815.000000
209,7.48291164,51.44080370,286.59,88.02,25.00,-83.00,-6.00,7.486161,51.441945,1815.000000
210,7.48314860,51.44096804,285.12,87.876,25.00,-83.00,-6.00,7.486161,51.441945,1815.000000
211,7.48337300,51.44113992,283.61,88.02,24.00,-84.00,-6.00,7.486161,51.441945,1815.000000
212,7.48358725,51.44131382,282.21,87.372,24.00,-84.00,-6.00,7.486161,51.441945,1815.000000
213,7.48379775,51.44150033,280.64,87.624,19.00,-84.00,-8.00,7.486161,51.441945,1815.000000
214,7.48399508,51.44169398,279.27,87.3,19.00,-84.00,-8.00,7.486161,51.441945,1815.000000
215,7.48417727,51.44188593,278.07,87.012,14.00,-89.00,-10.00,7.486161,51.441945,1815.000000
216,7.48434858,51.44208019,277.02,87.768,14.00,-89.00,-10.00,7.486161,51.441945,1815.000000
217,7.48451593,51.44227330,276.14,88.092,11.00,-82.00,-6.00,7.486161,51.441945,1815.000000
218,7.48466711,51.44246689,275.43,87.516,11.00,-82.00,-6.00,7.486161,51.441945,1815.000000
219,7.48480598,51.44264695,275.01,86.94,23.00,-83.00,-7.00,7.486161,51.441945,1815.000000
220,7.48493964,51.44283617,274.65,86.508,23.00,-83.00,-7.00,7.486161,51.441945,1815.000000
221,7.48507876,51.44303730,274.59,86.04,28.00,-73.00,-5.00,7.486161,51.441945,1815.000000
222,7.48521907,51.44323354,274.56,85.356,28.00,-73.00,-5.00,7.486161,51.441945,1815.000000
223,7.48534932,51.44342509,274.52,82.44,32.00,-75.00,-5.00,7.486161,51.441945,1815.000000
224,7.48547097,51.44360858,274.18,75.06,32.00,-75.00,-5.00,7.486161,51.441945,1815.000000
225,7.48557343,51.44377517,273.74,69.588,32.00,-75.00,-5.00,7.486161,51.441945,1815.000000
226,7.48567471,51.44393400,273.30,66.456,33.00,-68.00,-5.00,7.486161,51.441945,1815.000000
227,7.48577137,51.44408647,272.72,62.064,33.00,-68.00,-5.00,7.486161,51.441945,1815.000000
228,7.48586090,51.44422687,272.01,57.816,32.00,-69.00,-4.00,7.486161,51.441945,1815.000000
229,7.48595548,51.44435073,271.58,54.072,32.00,-69.00,-4.00,7.486161,51.441945,1815.000000
230,7.48606175,51.44446822,271.00,52.164,32.00,-73.00,-5.00,7.486161,51.441945,1815.000000
231,7.48621042,51.44457184,270.43,49.608,32.00,-73.00,-5.00,7.486161,51.441945,1815.000000
232,7.48635871,51.44465988,269.84,49.212,31.00,-71.00,-5.00,7.486161,51.441945,1815.000000
233,7.48652414,51.44470666,269.46,46.404,31.00,-71.00,-5.00,7.486161,51.441945,1815.000000
234,7.48671068,51.44475027,268.67,46.404,26.00,-81.00,-5.00,7.486161,51.441945,1815.000000
235,7.48689065,51.44473717,268.20,46.008,26.00,-81.00,-5.00,7.486161,51.441945,1815.000000
236,7.48707735,51.44469260,267.70,46.476,25.00,-81.00,-5.00,7.486161,51.441945,1815.000000
237,7.48723124,51.44462125,267.78,47.88,25.00,-81.00,-5.00,7.486161,51.441945,1815.000000
238,7.48736293,51.44452674,267.83,48.888,26.00,-73.00,-5.00,7.486161,51.441945,1815.000000
