,SINR,RSRP,RSRQ,Power
37011,25.53,-87.38,-13.44,-66.39
37012,25.53,-87.38,-13.44,-66.39
37013,25.53,-87.38,-13.44,-66.39
37014,25.53,-87.38,-13.44,-66.39
37015,25.53,-87.38,-13.44,-66.39
37016,25.53,-87.38,-13.44,-66.39
37017,25.53,-87.38,-13.44,-66.39
37018,26.06,-87.51,-16.09,-63.37
37019,26.06,-87.51,-16.09,-63.37
37020,26.06,-87.51,-16.09,-63.37
37021,26.06,-87.51,-16.09,-63.37
37022,26.06,-87.51,-16.09,-63.37
37023,26.06,-87.51,-16.09,-63.37
37024,26.06,-87.51,-16.09,-63.37
37025,26.06,-87.51,-16.09,-63.37
37026,26.64,-86.81,-13.06,-66.4
37027,26.64,-86.81,-13.06,-66.4
37028,26.64,-86.81,-13.06,-66.4
37029,26.64,-86.81,-13.06,-66.4
37030,26.64,-86.81,-13.06,-66.4
37031,26.64,-86.81,-13.06,-66.4
37032,26.64,-86.81,-13.06,-66.4
37033,26.64,-86.81,-13.06,-66.4
37034,25.92,-87.38,-13.08,-66.57
37035,25.92,-87.38,-13.08,-66.57
37036,25.92,-87.38,-13.08,-66.57
37037,25.92,-87.38,-13.08,-66.57
37038,25.92,-87.38,-13.08,-66.57
37039,25.92,-87.38,-13.08,-66.57
37040,25.92,-87.38,-13.08,-66.57
37041,25.92,-87.38,-13.08,-66.57
37042,26.45,-86.18,-12.98,-65.33
37043,26.45,-86.18,-12.98,-65.33
37044,26.45,-86.18,-12.98,-65.33
37045,26.45,-86.18,-12.98,-65.33
37046,26.45,-86.18,-12.98,-65.33
37047,26.45,-86.18,-12.98,-65.33
37048,26.45,-86.18,-12.98,-65.33
37049,26.45,-86.18,-12.98,-65.33
37050,28.75,-84.4,-12.98,-63.5
37051,28.75,-84.4,-12.98,-63.5
37052,28.75,-84.4,-12.98,-63.5
37053,28.75,-84.4,-12.98,-63.5
37054,28.75,-84.4,-12.98,-63.5
37055,28.75,-84.4,-12.98,-63.5
37056,28.75,-84.4,-12.98,-63.5
37057,28.75,-84.4,-12.98,-63.5
37058,28.69,-83.23,-12.95,-62.24
37059,28.69,-83.23,-12.95,-62.24
37060,28.69,-83.23,-12.95,-62.24
37061,28.69,-83.23,-12.95,-62.24
37062,28.69,-83.23,-12.95,-62.24
37063,28.69,-83.23,-12.95,-62.24
37064,28.69,-83.23,-12.95,-62.24
37065,28.69,-83.23,-12.95,-62.24
37066,30.44,-82.65,-13.0,-61.62
37067,30.44,-82.65,-13.0,-61.62
37068,30.44,-82.65,-13.0,-61.62
37069,30.44,-82.65,-13.0,-61.62
37070,30.44,-82.65,-13.0,-61.62
37071,30.44,-82.65,-13.0,-61.62
37072,30.44,-82.65,-13.0,-61.62
37073,30.44,-82.65,-13.0,-61.62
37074,29.49,-83.55,-12.99,-62.6
37075,29.49,-83.55,-12.99,-62.6
37076,29.49,-83.55,-12.99,-62.6
37077,29.49,-83.55,-12.99,-62.6
37078,29.49,-83.55,-12.99,-62.6
37079,29.49,-83.55,-12.99,-62.6
37080,29.49,-83.55,-12.99,-62.6
37081,29.49,-83.55,-12.99,-62.6
37082,23.61,-89.74,-13.21,-69.26
37083,23.61,-89.74,-13.21,-69.26
37084,23.61,-89.74,-13.21,-69.26
37085,23.61,-89.74,-13.21,-69.26
37086,23.61,-89.74,-13.21,-69.26
37087,23.61,-89.74,-13.21,-69.26
37088,23.61,-89.74,-13.21,-69.26
37089,23.61,-89.74,-13.21,-69.26
37090,24.9,-87.78,-13.65,-66.61
37091,24.9,-87.78,-13.65,-66.61
37092,24.9,-87.78,-13.65,-66.61
37093,24.9,-87.78,-13.65,-66.61
37094,24.9,-87.78,-13.65,-66.61
37095,24.9,-87.78,-13.65,-66.61
37096,24.9,-87.78,-13.65,-66.61
37097,24.9,-87.78,-13.65,-66.61
37098,25.05,-88.45,-13.98,-66.63
37099,25.05,-88.45,-13.98,-66.63
37100,25.05,-88.45,-13.98,-66.63
37101,25.05,-88.45,-13.98,-66.63
37102,25.05,-88.45,-13.98,-66.63
37103,25.05,-88.45,-13.98,-66.63
37104,25.05,-88.45,-13.98,-66.63
37105,25.05,-88.45,-13.98,-66.63
37106,26.07,-87.9,-13.72,-66.37
37107,26.07,-87.9,-13.72,-66.37
37108,26.07,-87.9,-13.72,-66.37
37109,26.07,-87.9,-13.72,-66.37
37110,26.07,-87.9,-13.72,-66.37
37111,26.07,-87.9,-13.72,-66.37
37112,26.07,-87.9,-13.72,-66.37
37113,26.07,-87.9,-13.72,-66.37
37114,24.08,-88.42,-13.13,-67.41
37115,24.08,-88.42,-13.13,-67.41
37116,24.08,-88.42,-13.13,-67.41
37117,24.08,-88.42,-13.13,-67.41
37118,24.08,-88.42,-13.13,-67.41
37119,24.08,-88.42,-13.13,-67.41
37120,24.08,-88.42,-13.13,-67.41
37121,24.08,-88.42,-13.13,-67.41
37122,28.25,-86.42,-12.92,-65.44
37123,28.25,-86.42,-12.92,-65.44
37124,28.25,-86.42,-12.92,-65.44
37125,28.25,-86.42,-12.92,-65.44
37126,28.25,-86.42,-12.92,-65.44
37127,28.25,-86.42,-12.92,-65.44
37128,28.25,-86.42,-12.92,-65.44
37129,28.25,-86.42,-12.92,-65.44
37130,26.12,-88.25,-12.98,-67.53
37131,26.12,-88.25,-12.98,-67.53
37132,26.12,-88.25,-12.98,-67.53
37133,26.12,-88.25,-12.98,-67.53
37134,26.12,-88.25,-12.98,-67.53
37135,26.12,-88.25,-12.98,-67.53
37136,26.12,-88.25,-12.98,-67.53
37137,26.12,-88.25,-12.98,-67.53
37138,23.38,-87.44,-12.94,-66.69
37139,23.38,-87.44,-12.94,-66.69
37140,23.38,-87.44,-12.94,-66.69
37141,23.38,-87.44,-12.94,-66.69
37142,23.38,-87.44,-12.94,-66.69
37143,23.38,-87.44,-12.94,-66.69
37144,23.38,-87.44,-12.94,-66.69
37145,23.38,-87.44,-12.94,-66.69
37146,25.26,-87.1,-12.97,-66.22
37147,25.26,-87.1,-12.97,-66.22
37148,25.26,-87.1,-12.97,-66.22
37149,25.26,-87.1,-12.97,-66.22
37150,25.26,-87.1,-12.97,-66.22
37151,25.26,-87.1,-12.97,-66.22
37152,25.26,-87.1,-12.97,-66.22
37153,25.26,-87.1,-12.97,-66.22
37154,27.72,-86.36,-13.01,-65.59
37155,27.72,-86.36,-13.01,-65.59
37156,27.72,-86.36,-13.01,-65.59
37157,27.72,-86.36,-13.01,-65.59
37158,27.72,-86.36,-13.01,-65.59
37159,27.72,-86.36,-13.01,-65.59
37160,27.72,-86.36,-13.01,-65.59
37161,27.72,-86.36,-13.01,-65.59
37162,25.84,-88.99,-13.29,-68.53
37163,25.84,-88.99,-13.29,-68.53
37164,25.84,-88.99,-13.29,-68.53
37165,25.84,-88.99,-13.29,-68.53
37166,25.84,-88.99,-13.29,-68.53
37167,25.84,-88.99,-13.29,-68.53
37168,25.84,-88.99,-13.29,-68.53
37169,25.84,-88.99,-13.29,-68.53
37170,28.5,-87.03,-13.21,-65.88
37171,28.5,-87.03,-13.21,-65.88
37172,28.5,-87.03,-13.21,-65.88
37173,28.5,-87.03,-13.21,-65.88
37174,28.5,-87.03,-13.21,-65.88
37175,28.5,-87.03,-13.21,-65.88
37176,28.5,-87.03,-13.21,-65.88
37177,28.5,-87.03,-13.21,-65.88
37178,27.25,-85.2,-13.46,-63.91
37179,27.25,-85.2,-13.46,-63.91
37180,27.25,-85.2,-13.46,-63.91
37181,27.25,-85.2,-13.46,-63.91
37182,27.25,-85.2,-13.46,-63.91
37183,27.25,-85.2,-13.46,-63.91
37184,27.25,-85.2,-13.46,-63.91
37185,27.25,-85.2,-13.46,-63.91
37186,26.18,-85.38,-13.12,-64.93
37187,26.18,-85.38,-13.12,-64.93
37188,26.18,-85.38,-13.12,-64.93
37189,26.18,-85.38,-13.12,-64.93
37190,26.18,-85.38,-13.12,-64.93
37191,26.18,-85.38,-13.12,-64.93
37192,26.18,-85.38,-13.12,-64.93
37193,26.18,-85.38,-13.12,-64.93
37194,24.64,-83.93,-13.05,-63.14
37195,24.64,-83.93,-13.05,-63.14
37196,24.64,-83.93,-13.05,-63.14
37197,24.64,-83.93,-13.05,-63.14
37198,24.64,-83.93,-13.05,-63.14
37199,24.64,-83.93,-13.05,-63.14
37200,24.64,-83.93,-13.05,-63.14
37201,24.64,-83.93,-13.05,-63.14
37202,26.91,-83.61,-13.73,-62.02
37203,26.91,-83.61,-13.73,-62.02
37204,26.91,-83.61,-13.73,-62.02
37205,26.91,-83.61,-13.73,-62.02
37206,26.91,-83.61,-13.73,-62.02
37207,26.91,-83.61,-13.73,-62.02
37208,26.91,-83.61,-13.73,-62.02
37209,26.91,-83.61,-13.73,-62.02
37210,25.45,-88.69,-14.93,-65.86
37211,25.45,-88.69,-14.93,-65.86
37212,25.45,-88.69,-14.93,-65.86
37213,25.45,-88.69,-14.93,-65.86
37214,25.45,-88.69,-14.93,-65.86
37215,25.45,-88.69,-14.93,-65.86
37216,25.45,-88.69,-14.93,-65.86
37217,25.45,-88.69,-14.93,-65.86
37218,24.5,-84.45,-13.81,-62.88
37219,24.5,-84.45,-13.81,-62.88
37220,24.5,-84.45,-13.81,-62.88
37221,24.5,-84.45,-13.81,-62.88
37222,24.5,-84.45,-13.81,-62.88
37223,24.5,-84.45,-13.81,-62.88
37224,24.5,-84.45,-13.81,-62.88
37225,24.5,-84.45,-13.81,-62.88
37226,27.79,-85.54,-14.39,-63.61
37227,27.79,-85.54,-14.39,-63.61
37228,27.79,-85.54,-14.39,-63.61
37229,27.79,-85.54,-14.39,-63.61
37230,27.79,-85.54,-14.39,-63.61
37231,27.79,-85.54,-14.39,-63.61
37232,27.79,-85.54,-14.39,-63.61
37233,27.79,-85.54,-14.39,-63.61
37234,24.12,-91.5,-13.76,-69.8
37235,24.12,-91.5,-13.76,-69.8
37236,24.12,-91.5,-13.76,-69.8
37237,24.12,-91.5,-13.76,-69.8
37238,24.12,-91.5,-13.76,-69.8
37239,24.12,-91.5,-13.76,-69.8
37240,24.12,-91.5,-13.76,-69.8
37241,24.12,-91.5,-13.76,-69.8
37242,26.28,-81.74,-13.11,-60.69
37243,26.28,-81.74,-13.11,-60.69
37244,26.28,-81.74,-13.11,-60.69
37245,26.28,-81.74,-13.11,-60.69
37246,26.28,-81.74,-13.11,-60.69
37247,26.28,-81.74,-13.11,-60.69
37248,26.28,-81.74,-13.11,-60.69
37249,26.28,-81.74,-13.11,-60.69
37250,25.53,-82.38,-13.14,-61.47
37251,25.53,-82.38,-13.14,-61.47
37252,25.53,-82.38,-13.14,-61.47
37253,25.53,-82.38,-13.14,-61.47
37254,25.53,-82.38,-13.14,-61.47
37255,25.53,-82.38,-13.14,-61.47
37256,25.53,-82.38,-13.14,-61.47
37257,25.53,-82.38,-13.14,-61.47
37258,26.17,-82.56,-13.14,-61.84
37259,26.17,-82.56,-13.14,-61.84
37260,26.17,-82.56,-13.14,-61.84
37261,26.17,-82.56,-13.14,-61.84
37262,26.17,-82.56,-13.14,-61.84
37263,26.17,-82.56,-13.14,-61.84
37264,26.17,-82.56,-13.14,-61.84
37265,26.17,-82.56,-13.14,-61.84
37266,26.12,-84.06,-13.64,-62.61
37267,26.12,-84.06,-13.64,-62.61
37268,26.12,-84.06,-13.64,-62.61
37269,26.12,-84.06,-13.64,-62.61
37270,26.12,-84.06,-13.64,-62.61
37271,26.12,-84.06,-13.64,-62.61
37272,26.12,-84.06,-13.64,-62.61
37273,26.12,-84.06,-13.64,-62.61
37274,25.66,-88.51,-14.13,-66.48
37275,25.66,-88.51,-14.13,-66.48
37276,25.66,-88.51,-14.13,-66.48
37277,25.66,-88.51,-14.13,-66.48
37278,25.66,-88.51,-14.13,-66.48
37279,25.66,-88.51,-14.13,-66.48
37280,25.66,-88.51,-14.13,-66.48
37281,25.66,-88.51,-14.13,-66.48
37282,24.61,-88.86,-15.67,-65.42
37283,24.61,-88.86,-15.67,-65.42
37284,24.61,-88.86,-15.67,-65.42
37285,24.61,-88.86,-15.67,-65.42
37286,24.61,-88.86,-15.67,-65.42
37287,24.61,-88.86,-15.67,-65.42
37288,24.61,-88.86,-15.67,-65.42
37289,24.61,-88.86,-15.67,-65.42
37290,26.4,-85.09,-13.32,-64.07
37291,26.4,-85.09,-13.32,-64.07
37292,26.4,-85.09,-13.32,-64.07
37293,26.4,-85.09,-13.32,-64.07
37294,26.4,-85.09,-13.32,-64.07
37295,26.4,-85.09,-13.32,-64.07
37296,26.4,-85.09,-13.32,-64.07
37297,26.4,-85.09,-13.32,-64.07
37298,25.37,-91.73,-16.54,-66.83
37299,25.37,-91.73,-16.54,-66.83
37300,25.37,-91.73,-16.54,-66.83
37301,25.37,-91.73,-16.54,-66.83
37302,25.37,-91.73,-16.54,-66.83
37303,25.37,-91.73,-16.54,-66.83
37304,25.37,-91.73,-16.54,-66.83
37305,25.37,-91.73,-16.54,-66.83
37306,24.94,-85.39,-13.32,-64.53
37307,24.94,-85.39,-13.32,-64.53
37308,24.94,-85.39,-13.32,-64.53
37309,24.94,-85.39,-13.32,-64.53
37310,24.94,-85.39,-13.32,-64.53
37311,24.94,-85.39,-13.32,-64.53
37312,24.94,-85.39,-13.32,-64.53
37313,24.94,-85.39,-13.32,-64.53
37314,24.83,-91.99,-16.97,-67.51
37315,24.83,-91.99,-16.97,-67.51
37316,24.83,-91.99,-16.97,-67.51
37317,24.83,-91.99,-16.97,-67.51
37318,24.83,-91.99,-16.97,-67.51
37319,24.83,-91.99,-16.97,-67.51
37320,24.83,-91.99,-16.97,-67.51
37321,24.83,-91.99,-16.97,-67.51
37322,22.68,-91.09,-15.01,-68.38
37323,22.68,-91.09,-15.01,-68.38
37324,22.68,-91.09,-15.01,-68.38
37325,22.68,-91.09,-15.01,-68.38
37326,22.68,-91.09,-15.01,-68.38
37327,22.68,-91.09,-15.01,-68.38
37328,22.68,-91.09,-15.01,-68.38
37329,22.68,-91.09,-15.01,-68.38
37330,20.22,-88.39,-14.58,-66.04
37331,20.22,-88.39,-14.58,-66.04
37332,20.22,-88.39,-14.58,-66.04
37333,20.22,-88.39,-14.58,-66.04
37334,20.22,-88.39,-14.58,-66.04
37335,20.22,-88.39,-14.58,-66.04
37336,20.22,-88.39,-14.58,-66.04
37337,20.22,-88.39,-14.58,-66.04
37338,24.28,-85.67,-13.77,-64.14
37339,24.28,-85.67,-13.77,-64.14
37340,24.28,-85.67,-13.77,-64.14
37341,24.28,-85.67,-13.77,-64.14
37342,24.28,-85.67,-13.77,-64.14
37343,24.28,-85.67,-13.77,-64.14
37344,24.28,-85.67,-13.77,-64.14
37345,24.28,-85.67,-13.77,-64.14
37346,19.87,-80.08,-13.34,-59.02
37347,19.87,-80.08,-13.34,-59.02
37348,19.87,-80.08,-13.34,-59.02
37349,19.87,-80.08,-13.34,-59.02
37350,19.87,-80.08,-13.34,-59.02
37351,19.87,-80.08,-13.34,-59.02
37352,19.87,-80.08,-13.34,-59.02
37353,19.87,-80.08,-13.34,-59.02
37354,26.62,-81.74,-13.78,-60.16
37355,26.62,-81.74,-13.78,-60.16
37356,26.62,-81.74,-13.78,-60.16
37357,26.62,-81.74,-13.78,-60.16
37358,26.62,-81.74,-13.78,-60.16
37359,26.62,-81.74,-13.78,-60.16
37360,26.62,-81.74,-13.78,-60.16
37361,26.62,-81.74,-13.78,-60.16
37362,21.5,-87.04,-15.48,-63.96
37363,21.5,-87.04,-15.48,-63.96
37364,21.5,-87.04,-15.48,-63.96
37365,21.5,-87.04,-15.48,-63.96
37366,21.5,-87.04,-15.48,-63.96
37367,21.5,-87.04,-15.48,-63.96
37368,21.5,-87.04,-15.48,-63.96
37369,21.5,-87.04,-15.48,-63.96
37370,17.68,-85.19,-15.19,-62.67
37371,17.68,-85.19,-15.19,-62.67
37372,17.68,-85.19,-15.19,-62.67
37373,17.68,-85.19,-15.19,-62.67
37374,17.68,-85.19,-15.19,-62.67
37375,17.68,-85.19,-15.19,-62.67
37376,17.68,-85.19,-15.19,-62.67
37377,17.68,-85.19,-15.19,-62.67
37378,22.97,-85.52,-13.64,-64.31
37379,22.97,-85.52,-13.64,-64.31
37380,22.97,-85.52,-13.64,-64.31
37381,22.97,-85.52,-13.64,-64.31
37382,22.97,-85.52,-13.64,-64.31
37383,22.97,-85.52,-13.64,-64.31
37384,22.97,-85.52,-13.64,-64.31
37385,22.97,-85.52,-13.64,-64.31
37386,18.65,-104.94,-18.87,-78.31
37387,18.65,-104.94,-18.87,-78.31
37388,18.65,-104.94,-18.87,-78.31
37389,18.65,-104.94,-18.87,-78.31
37390,18.65,-104.94,-18.87,-78.31
37391,18.65,-104.94,-18.87,-78.31
37392,18.65,-104.94,-18.87,-78.31
37393,18.65,-104.94,-18.87,-78.31
37394,19.28,-102.18,-16.29,-78.0
37395,19.28,-102.18,-16.29,-78.0
37396,19.28,-102.18,-16.29,-78.0
37397,19.28,-102.18,-16.29,-78.0
37398,19.28,-102.18,-16.29,-78.0
37399,20.6,-98.84,-16.5,-76.01
37400,20.6,-98.84,-16.5,-76.01
37401,20.6,-98.84,-16.5,-76.01
37402,20.6,-98.84,-16.5,-76.01
37403,20.6,-98.84,-16.5,-76.01
37404,18.86,-98.74,-16.8,-74.2
37405,18.86,-98.74,-16.8,-74.2
37406,18.86,-98.74,-16.8,-74.2
37407,18.86,-98.74,-16.8,-74.2
37408,18.86,-98.74,-16.8,-74.2
37409,18.86,-98.74,-16.8,-74.2
37410,18.86,-98.74,-16.8,-74.2
37411,18.86,-98.74,-16.8,-74.2
37412,17.74,-102.07,-17.07,-77.46
37413,17.74,-102.07,-17.07,-77.46
37414,17.74,-102.07,-17.07,-77.46
37415,17.74,-102.07,-17.07,-77.46
37416,17.74,-102.07,-17.07,-77.46
37417,17.74,-102.07,-17.07,-77.46
37418,17.74,-102.07,-17.07,-77.46
37419,17.74,-102.07,-17.07,-77.46
37420,21.13,-97.66,-14.94,-74.1
37421,21.13,-97.66,-14.94,-74.1
37422,21.13,-97.66,-14.94,-74.1
37423,21.13,-97.66,-14.94,-74.1
37424,21.13,-97.66,-14.94,-74.1
37425,21.13,-97.66,-14.94,-74.1
37426,21.13,-97.66,-14.94,-74.1
37427,21.13,-97.66,-14.94,-74.1
37428,19.41,-100.68,-15.79,-77.3
37429,19.41,-100.68,-15.79,-77.3
37430,19.41,-100.68,-15.79,-77.3
37431,19.41,-100.68,-15.79,-77.3
37432,19.41,-100.68,-15.79,-77.3
37433,19.41,-100.68,-15.79,-77.3
37434,19.41,-100.68,-15.79,-77.3
37435,19.41,-100.68,-15.79,-77.3
37436,21.35,-96.52,-15.76,-73.83
37437,21.35,-96.52,-15.76,-73.83
37438,21.35,-96.52,-15.76,-73.83
37439,21.35,-96.52,-15.76,-73.83
37440,21.35,-96.52,-15.76,-73.83
37441,21.35,-96.52,-15.76,-73.83
37442,21.35,-96.52,-15.76,-73.83
37443,21.35,-96.52,-15.76,-73.83
37444,22.27,-98.26,-16.87,-73.44
37445,22.27,-98.26,-16.87,-73.44
37446,22.27,-98.26,-16.87,-73.44
37447,22.27,-98.26,-16.87,-73.44
37448,22.27,-98.26,-16.87,-73.44
37449,22.27,-98.26,-16.87,-73.44
37450,22.27,-98.26,-16.87,-73.44
37451,22.27,-98.26,-16.87,-73.44
37452,20.62,-102.23,-18.56,-76.42
37453,20.62,-102.23,-18.56,-76.42
37454,20.62,-102.23,-18.56,-76.42
37455,20.62,-102.23,-18.56,-76.42
37456,20.62,-102.23,-18.56,-76.42
37457,20.62,-102.23,-18.56,-76.42
37458,20.62,-102.23,-18.56,-76.42
37459,20.62,-102.23,-18.56,-76.42
37460,20.26,-99.72,-16.87,-75.69
37461,20.26,-99.72,-16.87,-75.69
37462,20.26,-99.72,-16.87,-75.69
37463,20.26,-99.72,-16.87,-75.69
37464,20.26,-99.72,-16.87,-75.69
37465,20.26,-99.72,-16.87,-75.69
37466,20.26,-99.72,-16.87,-75.69
37467,20.26,-99.72,-16.87,-75.69
37468,20.48,-99.18,-17.32,-73.09
37469,20.48,-99.18,-17.32,-73.09
37470,20.48,-99.18,-17.32,-73.09
37471,18.66,-92.66,-13.37,-71.6
37472,18.66,-92.66,-13.37,-71.6
37473,17.71,-95.98,-14.44,-73.9
37474,17.71,-95.98,-14.44,-73.9
37475,17.71,-95.98,-14.44,-73.9
37476,17.71,-95.98,-14.44,-73.9
37477,17.71,-95.98,-14.44,-73.9
37478,17.71,-95.98,-14.44,-73.9
37479,17.71,-95.98,-14.44,-73.9
37480,17.71,-95.98,-14.44,-73.9
37481,18.45,-93.79,-13.24,-73.18
37482,18.45,-93.79,-13.24,-73.18
37483,18.45,-93.79,-13.24,-73.18
37484,18.45,-93.79,-13.24,-73.18
37485,18.45,-93.79,-13.24,-73.18
37486,18.45,-93.79,-13.24,-73.18
37487,18.45,-93.79,-13.24,-73.18
37488,18.45,-93.79,-13.24,-73.18
37489,18.7,-98.79,-15.15,-75.63
37490,18.7,-98.79,-15.15,-75.63
37491,18.7,-98.79,-15.15,-75.63
37492,18.7,-98.79,-15.15,-75.63
37493,18.7,-98.79,-15.15,-75.63
37494,18.7,-98.79,-15.15,-75.63
37495,18.7,-98.79,-15.15,-75.63
37496,18.7,-98.79,-15.15,-75.63
37497,13.51,-96.64,-13.62,-75.75
37498,13.51,-96.64,-13.62,-75.75
37499,13.51,-96.64,-13.62,-75.75
37500,13.51,-96.64,-13.62,-75.75
37501,13.51,-96.64,-13.62,-75.75
37502,13.51,-96.64,-13.62,-75.75
37503,13.51,-96.64,-13.62,-75.75
37504,13.51,-96.64,-13.62,-75.75
37505,20.19,-99.08,-16.37,-75.29
37506,20.19,-99.08,-16.37,-75.29
37507,20.19,-99.08,-16.37,-75.29
37508,20.19,-99.08,-16.37,-75.29
37509,20.19,-99.08,-16.37,-75.29
37510,20.19,-99.08,-16.37,-75.29
37511,20.19,-99.08,-16.37,-75.29
37512,20.19,-99.08,-16.37,-75.29
37513,17.35,-99.64,-17.27,-74.41
37514,17.35,-99.64,-17.27,-74.41
37515,17.35,-99.64,-17.27,-74.41
37516,17.35,-99.64,-17.27,-74.41
37517,17.35,-99.64,-17.27,-74.41
37518,17.35,-99.64,-17.27,-74.41
37519,17.35,-99.64,-17.27,-74.41
37520,17.35,-99.64,-17.27,-74.41
37521,18.21,-100.15,-18.0,-74.07
37522,18.21,-100.15,-18.0,-74.07
37523,18.21,-100.15,-18.0,-74.07
37524,18.21,-100.15,-18.0,-74.07
37525,18.21,-100.15,-18.0,-74.07
37526,18.21,-100.15,-18.0,-74.07
37527,18.21,-100.15,-18.0,-74.07
37528,18.21,-100.15,-18.0,-74.07
37529,19.16,-98.43,-15.52,-75.28
37530,19.16,-98.43,-15.52,-75.28
37531,19.16,-98.43,-15.52,-75.28
37532,19.16,-98.43,-15.52,-75.28
37533,19.16,-98.43,-15.52,-75.28
37534,19.16,-98.43,-15.52,-75.28
37535,19.16,-98.43,-15.52,-75.28
37536,19.16,-98.43,-15.52,-75.28
37537,21.39,-99.9,-16.75,-75.23
37538,21.39,-99.9,-16.75,-75.23
37539,21.39,-99.9,-16.75,-75.23
37540,21.39,-99.9,-16.75,-75.23
37541,21.39,-99.9,-16.75,-75.23
37542,21.39,-99.9,-16.75,-75.23
37543,21.39,-99.9,-16.75,-75.23
37544,21.39,-99.9,-16.75,-75.23
37545,19.54,-99.94,-15.05,-76.57
37546,19.54,-99.94,-15.05,-76.57
37547,19.54,-99.94,-15.05,-76.57
37548,19.54,-99.94,-15.05,-76.57
37549,19.54,-99.94,-15.05,-76.57
37550,19.54,-99.94,-15.05,-76.57
37551,19.54,-99.94,-15.05,-76.57
37552,19.54,-99.94,-15.05,-76.57
37553,19.98,-99.74,-16.27,-75.35
37554,21.66,-99.15,-16.64,-75.0
37555,21.66,-99.15,-16.64,-75.0
37556,21.66,-99.15,-16.64,-75.0
37557,21.66,-99.15,-16.64,-75.0
37558,21.66,-99.15,-16.64,-75.0
37559,21.66,-99.15,-16.64,-75.0
37560,21.66,-99.15,-16.64,-75.0
37561,20.29,-98.61,-15.65,-76.16
37562,20.29,-98.61,-15.65,-76.16
37563,20.29,-98.61,-15.65,-76.16
37564,20.29,-98.61,-15.65,-76.16
37565,21.52,-101.21,-18.33,-74.54
37566,21.52,-101.21,-18.33,-74.54
37567,21.52,-101.21,-18.33,-74.54
37568,21.52,-101.21,-18.33,-74.54
37569,21.52,-101.21,-18.33,-74.54
37570,21.52,-101.21,-18.33,-74.54
37571,19.96,-100.38,-17.06,-74.61
37572,19.96,-100.38,-17.06,-74.61
37573,19.96,-100.38,-17.06,-74.61
37574,19.96,-100.38,-17.06,-74.61
37575,19.96,-100.38,-17.06,-74.61
37576,19.96,-100.38,-17.06,-74.61
37577,19.96,-100.38,-17.06,-74.61
37578,19.96,-100.38,-17.06,-74.61
37579,21.09,-100.02,-17.26,-73.55
37580,21.09,-100.02,-17.26,-73.55
37581,21.09,-100.02,-17.26,-73.55
37582,21.09,-100.02,-17.26,-73.55
37583,21.09,-100.02,-17.26,-73.55
37584,21.09,-100.02,-17.26,-73.55
37585,21.09,-100.02,-17.26,-73.55
37586,21.09,-100.02,-17.26,-73.55
37587,18.44,-102.26,-18.28,-75.08
37588,18.44,-102.26,-18.28,-75.08
37589,18.44,-102.26,-18.28,-75.08
37590,18.44,-102.26,-18.28,-75.08
37591,18.44,-102.26,-18.28,-75.08
37592,18.44,-102.26,-18.28,-75.08
37593,18.44,-102.26,-18.28,-75.08
37594,18.44,-102.26,-18.28,-75.08
37595,19.26,-103.19,-20.12,-75.49
37596,16.16,-103.85,-16.87,-77.5
37597,16.16,-103.85,-16.87,-77.5
37598,15.83,-102.99,-16.62,-77.95
37599,15.83,-102.99,-16.62,-77.95
37600,15.83,-102.99,-16.62,-77.95
37601,15.83,-102.99,-16.62,-77.95
37602,15.83,-102.99,-16.62,-77.95
37603,15.83,-102.99,-16.62,-77.95
37604,15.83,-102.99,-16.62,-77.95
37605,15.83,-102.99,-16.62,-77.95
37606,13.45,-108.22,-20.93,-79.21
37607,13.45,-108.22,-20.93,-79.21
37608,13.45,-108.22,-20.93,-79.21
37609,13.45,-108.22,-20.93,-79.21
37610,13.45,-108.22,-20.93,-79.21
37611,13.45,-108.22,-20.93,-79.21
37612,13.45,-108.22,-20.93,-79.21
37613,13.45,-108.22,-20.93,-79.21
37614,19.62,-108.16,-22.81,-76.2
37615,19.62,-108.16,-22.81,-76.2
37616,23.3,-99.32,-22.27,-68.95
37617,23.3,-99.32,-22.27,-68.95
37618,23.3,-99.32,-22.27,-68.95
37619,23.3,-99.32,-22.27,-68.95
37620,23.3,-99.32,-22.27,-68.95
37621,23.3,-99.32,-22.27,-68.95
37622,23.3,-99.32,-22.27,-68.95
37623,15.85,-102.47,-21.41,-73.39
37624,15.85,-102.47,-21.41,-73.39
37625,15.85,-102.47,-21.41,-73.39
37626,15.85,-102.47,-21.41,-73.39
37627,15.85,-102.47,-21.41,-73.39
37628,15.85,-102.47,-21.41,-73.39
37629,15.85,-102.47,-21.41,-73.39
37630,15.85,-102.47,-21.41,-73.39
37631,21.98,-103.07,-20.29,-74.1
37632,21.98,-103.07,-20.29,-74.1
37633,21.98,-103.07,-20.29,-74.1
37634,21.98,-103.07,-20.29,-74.1
37635,21.98,-103.07,-20.29,-74.1
37636,21.98,-103.07,-20.29,-74.1
37637,15.25,-101.78,-16.06,-79.16
37638,15.25,-101.78,-16.06,-79.16
37639,15.25,-101.78,-16.06,-79.16
37640,15.25,-101.78,-16.06,-79.16
37641,16.39,-101.48,-16.89,-76.63
37642,16.39,-101.48,-16.89,-76.63
37643,16.39,-101.48,-16.89,-76.63
37644,16.39,-101.48,-16.89,-76.63
37645,16.39,-101.48,-16.89,-76.63
